Iteration 1, loss = 3.253088
Iteration 1704, loss = 0.111622
Iteration 1705, loss = 0.111220
Iteration 1706, loss = 0.111323
Iteration 1707, loss = 0.111296
Iteration 1708, loss = 0.111560
Iteration 1709, loss = 0.111444
Iteration 1710, loss = 0.111661
Iteration 1711, loss = 0.110947
Iteration 1712, loss = 0.111646
Iteration 1713, loss = 0.111547
Iteration 1714, loss = 0.110531
Iteration 1715, loss = 0.111417
Iteration 1716, loss = 0.111016
Iteration 1717, loss = 0.110886
Iteration 1718, loss = 0.110488
Iteration 1719, loss = 0.111325
Iteration 1720, loss = 0.110854
Iteration 1721, loss = 0.110714
Iteration 1722, loss = 0.110522
Iteration 1723, loss = 0.110706
Iteration 1724, loss = 0.110000
Iteration 1725, loss = 0.111764
Iteration 1726, loss = 0.110407
Iteration 1727, loss = 0.110800
Iteration 1728, loss = 0.110652
Iteration 1729, loss = 0.110702
Iteration 1730, loss = 0.110577
Iteration 1731, loss = 0.110875
Iteration 1732, loss = 0.110510
Iteration 1733, loss = 0.110317
Iteration 1734, loss = 0.110182
Iteration 1735, loss = 0.110026
Iteration 1736, loss = 0.110204
Iteration 1737, loss = 0.110522
Iteration 1738, loss = 0.109797
Iteration 1739, loss = 0.110053
Iteration 1740, loss = 0.110179
Iteration 1741, loss = 0.110151
Iteration 1742, loss = 0.109989
Iteration 1743, loss = 0.109889
Iteration 1744, loss = 0.109698
Iteration 1745, loss = 0.109385
Iteration 1746, loss = 0.109695
Iteration 1747, loss = 0.109494
Iteration 1748, loss = 0.109590
Iteration 1749, loss = 0.109902
Iteration 1750, loss = 0.109412
Iteration 1751, loss = 0.109406
Iteration 1752, loss = 0.109439
Iteration 1753, loss = 0.109168
Iteration 1754, loss = 0.109180
Iteration 1755, loss = 0.109937
Iteration 1756, loss = 0.108348
Iteration 1757, loss = 0.109883
Iteration 1758, loss = 0.108967
Iteration 1759, loss = 0.108738
Iteration 1760, loss = 0.109237
Iteration 1761, loss = 0.109286
Iteration 1762, loss = 0.109557
Iteration 1763, loss = 0.108859
Iteration 1764, loss = 0.108944
Iteration 1765, loss = 0.108884
Iteration 1766, loss = 0.108907
Iteration 1767, loss = 0.108041
Iteration 1768, loss = 0.108963
Iteration 1769, loss = 0.108374
Iteration 1770, loss = 0.108852
Iteration 1771, loss = 0.109017
Iteration 1772, loss = 0.108657
Iteration 1773, loss = 0.108574
Iteration 1774, loss = 0.108692
Iteration 1775, loss = 0.108582
Iteration 1776, loss = 0.108328
Iteration 1777, loss = 0.108046
Iteration 1778, loss = 0.108527
Iteration 1779, loss = 0.108801
Iteration 1780, loss = 0.108007
Iteration 1781, loss = 0.108330
Iteration 1782, loss = 0.107960
Iteration 1783, loss = 0.108262
Iteration 1784, loss = 0.107609
Iteration 1785, loss = 0.108432
Iteration 1786, loss = 0.108177
Iteration 1787, loss = 0.107934
Iteration 1788, loss = 0.107699
Iteration 1789, loss = 0.107271
Iteration 1790, loss = 0.108048
Iteration 1791, loss = 0.107498
Iteration 1792, loss = 0.108000
Iteration 1793, loss = 0.107306
Iteration 1794, loss = 0.107310
Iteration 1795, loss = 0.107701
Iteration 1796, loss = 0.107241
Iteration 1797, loss = 0.107199
Iteration 1798, loss = 0.107095
Iteration 1799, loss = 0.107617
Iteration 1800, loss = 0.106901
Iteration 1801, loss = 0.107541
Iteration 1802, loss = 0.106935
Iteration 1803, loss = 0.106584
Iteration 1804, loss = 0.107083
Iteration 1805, loss = 0.106882
Iteration 1806, loss = 0.105831
Iteration 1807, loss = 0.107159
Iteration 1808, loss = 0.106597
Iteration 1809, loss = 0.106972
Iteration 1810, loss = 0.107002
Iteration 1811, loss = 0.106739
Iteration 1812, loss = 0.106624
Iteration 1813, loss = 0.106848
Iteration 1814, loss = 0.107073
Iteration 1815, loss = 0.106595
Iteration 1816, loss = 0.106816
Iteration 1817, loss = 0.107093
Iteration 1818, loss = 0.106694
Iteration 1819, loss = 0.106539
Iteration 1820, loss = 0.106052
Iteration 1821, loss = 0.106568
Iteration 1822, loss = 0.106462
Iteration 1823, loss = 0.105950
Iteration 1824, loss = 0.106234
Iteration 1825, loss = 0.106266
Iteration 1826, loss = 0.105939
Iteration 1827, loss = 0.105781
Iteration 1828, loss = 0.106083
Iteration 1829, loss = 0.106081
Iteration 1830, loss = 0.105925
Iteration 1831, loss = 0.105919
Iteration 1832, loss = 0.105759
Iteration 1833, loss = 0.106079
Iteration 1834, loss = 0.105715
Iteration 1835, loss = 0.105519
Iteration 1836, loss = 0.105942
Iteration 1837, loss = 0.105895
Iteration 1838, loss = 0.105421
Iteration 1839, loss = 0.105295
Iteration 1840, loss = 0.105279
Iteration 1841, loss = 0.105748
Iteration 1842, loss = 0.106054
Iteration 1843, loss = 0.105615
Iteration 1844, loss = 0.104937
Iteration 1845, loss = 0.105272
Iteration 1846, loss = 0.105729
Iteration 1847, loss = 0.105020
Iteration 1848, loss = 0.105627
Iteration 1849, loss = 0.105294
Iteration 1850, loss = 0.105222
Iteration 1851, loss = 0.105688
Iteration 1852, loss = 0.105138
Iteration 1853, loss = 0.104856
Iteration 1854, loss = 0.105474
Iteration 1855, loss = 0.104959
Iteration 1856, loss = 0.104476
Iteration 1857, loss = 0.105150
Iteration 1858, loss = 0.104681
Iteration 1859, loss = 0.105281
Iteration 1860, loss = 0.104598
Iteration 1861, loss = 0.104455
Iteration 1862, loss = 0.104599
Iteration 1863, loss = 0.104206
Iteration 1864, loss = 0.104352
Iteration 1865, loss = 0.104408
Iteration 1866, loss = 0.104513
Iteration 1867, loss = 0.104385
Iteration 1868, loss = 0.104615
Iteration 1869, loss = 0.103988
Iteration 1870, loss = 0.104534
Iteration 1871, loss = 0.104612
Iteration 1872, loss = 0.103624
Iteration 1873, loss = 0.104242
Iteration 1874, loss = 0.103686
Iteration 1875, loss = 0.104250
Iteration 1876, loss = 0.103933
Iteration 1877, loss = 0.104016
Iteration 1878, loss = 0.103696
Iteration 1879, loss = 0.103547
Iteration 1880, loss = 0.104107
Iteration 1881, loss = 0.104148
Iteration 1882, loss = 0.104258
Iteration 1883, loss = 0.103781
Iteration 1884, loss = 0.104056
Iteration 1885, loss = 0.103117
Iteration 1886, loss = 0.104188
Iteration 1887, loss = 0.104181
Iteration 1888, loss = 0.103278
Iteration 1889, loss = 0.103640
Iteration 1890, loss = 0.103285
Iteration 1891, loss = 0.103605
Iteration 1892, loss = 0.103772
Iteration 1893, loss = 0.103741
Iteration 1894, loss = 0.103455
Iteration 1895, loss = 0.102762
Iteration 1896, loss = 0.103434
Iteration 1897, loss = 0.103095
Iteration 1898, loss = 0.103219
Iteration 1899, loss = 0.103092
Iteration 1900, loss = 0.103025
Iteration 1901, loss = 0.103438
Iteration 1902, loss = 0.102853
Iteration 1903, loss = 0.102774
Iteration 1904, loss = 0.102886
Iteration 1905, loss = 0.102604
Iteration 1906, loss = 0.103151
Iteration 1907, loss = 0.102952
Iteration 1908, loss = 0.102923
Iteration 1909, loss = 0.102671
Iteration 1910, loss = 0.102410
Iteration 1911, loss = 0.102453
Iteration 1912, loss = 0.103189
Iteration 1913, loss = 0.102758
Iteration 1914, loss = 0.102587
Iteration 1915, loss = 0.102631
Iteration 1916, loss = 0.102179
Iteration 1917, loss = 0.102916
Iteration 1918, loss = 0.102690
Iteration 1919, loss = 0.102031
Iteration 1920, loss = 0.102247
Iteration 1921, loss = 0.102995
Iteration 1922, loss = 0.102737
Iteration 1923, loss = 0.102463
Iteration 1924, loss = 0.102280
Iteration 1925, loss = 0.101480
Iteration 1926, loss = 0.102216
Iteration 1927, loss = 0.102195
Iteration 1928, loss = 0.101635
Iteration 1929, loss = 0.100971
Iteration 1930, loss = 0.102421
Iteration 1931, loss = 0.101636
Iteration 1932, loss = 0.101678
Iteration 1933, loss = 0.102287
Iteration 1934, loss = 0.101104
Iteration 1935, loss = 0.102100
Iteration 1936, loss = 0.101248
Iteration 1937, loss = 0.101770
Iteration 1938, loss = 0.101550
Iteration 1939, loss = 0.101369
Iteration 1940, loss = 0.101493
Iteration 1941, loss = 0.101714
Iteration 1942, loss = 0.101086
Iteration 1943, loss = 0.101378
Iteration 1944, loss = 0.100990
Iteration 1945, loss = 0.101018
Iteration 1946, loss = 0.101216
Iteration 1947, loss = 0.101385
Iteration 1948, loss = 0.101523
Iteration 1949, loss = 0.101133
Iteration 1950, loss = 0.101224
Iteration 1951, loss = 0.100581
Iteration 1952, loss = 0.101075
Iteration 1953, loss = 0.100561
Iteration 1954, loss = 0.101456
Iteration 1955, loss = 0.101289
Iteration 1956, loss = 0.100309
Iteration 1957, loss = 0.101122
Iteration 1958, loss = 0.100688
Iteration 1959, loss = 0.101140
Iteration 1960, loss = 0.100436
Iteration 1961, loss = 0.100908
Iteration 1962, loss = 0.100814
Iteration 1963, loss = 0.100673
Iteration 1964, loss = 0.100127
Iteration 1965, loss = 0.101164
Iteration 1966, loss = 0.100547
Iteration 1967, loss = 0.100556
Iteration 1968, loss = 0.101072
Iteration 1969, loss = 0.100585
Iteration 1970, loss = 0.100779
Iteration 1971, loss = 0.100420
Iteration 1972, loss = 0.100341
Iteration 1973, loss = 0.099529
Iteration 1974, loss = 0.100378
Iteration 1975, loss = 0.099703
Iteration 1976, loss = 0.100365
Iteration 1977, loss = 0.099955
Iteration 1978, loss = 0.100458
Iteration 1979, loss = 0.099601
Iteration 1980, loss = 0.100051
Iteration 1981, loss = 0.100807
Iteration 1982, loss = 0.100586
Iteration 1983, loss = 0.100099
Iteration 1984, loss = 0.100743
Iteration 1985, loss = 0.099717
Iteration 1986, loss = 0.099981
Iteration 1987, loss = 0.100181
Iteration 1988, loss = 0.099286
Iteration 1989, loss = 0.099799
Iteration 1990, loss = 0.099441
Iteration 1991, loss = 0.099331
Iteration 1992, loss = 0.100155
Iteration 1993, loss = 0.099376
Iteration 1994, loss = 0.099914
Iteration 1995, loss = 0.099565
Iteration 1996, loss = 0.099787
Iteration 1997, loss = 0.099399
Iteration 1998, loss = 0.099503
Iteration 1999, loss = 0.099439
Iteration 2000, loss = 0.099652
